minute,hour,day,month,temp,humidity,wind,pressure,precip,pm2.5,co,no2,o3,so2
14,6,9,2,11.6,87,1.0,30.29,0.0,-999,-999,-999,-999,-999
14,7,9,2,11.6,87,1.1,30.29,0.0,-999,-999,-999,-999,-999
14,11,9,2,19.6,76,2.1,30.27,0.01,2,-999,-999,-999,-999,-999
14,12,9,2,21.6,73,1.8,30.24,0.01,-999,-999,-999,-999,-999
14,13,9,2,23.0,70,1.3,30.22,0.01,2,-999,-999,-999,-999,-999
14,14,9,2,23.2,70,2.4,30.21,0.01,2,-999,-999,-999,-999,-999
14,15,9,2,24.8,64,0.3,30.2,0.01,2,-999,-999,-999,-999,-999
14,16,9,2,24.0,65,5.1,30.2,0.01,-999,-999,-999,-999,-999
14,17,9,2,23.1,67,2.7,30.21,0.01,-999,-999,-999,-999,-999
14,18,9,2,22.4,69,0.0,30.21,0.01,-999,-999,-999,-999,-999
14,19,9,2,20.1,75,3.6,30.22,0.01,-999,-999,-999,-999,-999
14,20,9,2,19.9,78,3.2,30.22,0.01,-999,-999,-999,-999,-999
14,21,9,2,20.2,78,3.5,30.22,0.01,-999,-999,-999,-999,-999
14,22,9,2,19.5,79,0.0,30.23,0.01,-999,-999,-999,-999,-999
14,23,9,2,18.7,82,0.0,30.23,0.01,-999,-999,-999,-999,-999
15,6,9,2,11.6,87,1.0,30.28,0.0,-999,-999,-999,-999,-999
17,4,9,2,11.7,85,1.5,30.32,0.0,-999,-999,-999,-999,-999
18,11,9,2,20.0,74,2.4,30.27,0.01,-999,-999,-999,-999,-999
19,2,9,2,12.0,84,0.9,30.35,0.0,2,-999,-999,-999,-999,-999
19,3,9,2,11.7,85,0.5,30.33,0.0,2,-999,-999,-999,-999,-999
19,7,9,2,11.5,87,2.1,30.29,0.0,2,-999,-999,-999,-999,-999
19,12,9,2,21.7,73,1.8,30.24,0.01,2,-999,-999,-999,-999,-999
19,13,9,2,23.1,70,2.0,30.22,0.01,-999,-999,-999,-999,-999
19,14,9,2,23.4,69,2.2,30.21,0.01,-999,-999,-999,-999,-999
19,15,9,2,25.1,64,0.3,30.2,0.01,-999,-999,-999,-999,-999
19,16,9,2,24.0,66,5.7,30.2,0.01,-999,-999,-999,-999,-999
19,17,9,2,22.9,68,2.7,30.21,0.01,-999,-999,-999,-999,-999
19,18,9,2,22.2,69,0.1,30.21,0.01,-999,-999,-999,-999,-999
19,19,9,2,19.9,76,2.0,30.22,0.01,-999,-999,-999,-999,-999
19,20,9,2,19.8,78,2.5,30.22,0.01,-999,-999,-999,-999,-999
19,21,9,2,20.1,78,3.0,30.22,0.01,-999,-999,-999,-999,-999
19,22,9,2,19.5,80,0.5,30.23,0.01,-999,-999,-999,-999,-999
19,23,9,2,18.7,82,0.0,30.24,0.01,-999,-999,-999,-999,-999
23,4,9,2,11.7,85,2.0,30.32,0.0,2,-999,-999,-999,-999,-999
23,11,9,2,20.1,74,1.1,30.26,0.01,2,-999,-999,-999,-999,-999
24,2,9,2,11.9,84,1.3,30.35,0.0,-999,-999,-999,-999,-999
24,3,9,2,11.7,85,0.8,30.33,0.0,-999,-999,-999,-999,-999
24,6,9,2,11.5,87,0.2,30.29,0.0,-999,-999,-999,-999,-999
24,12,9,2,22.1,72,2.5,30.24,0.01,-999,-999,-999,-999,-999
24,13,9,2,22.0,71,4.6,30.22,0.01,-999,-999,-999,-999,-999
24,14,9,2,23.5,69,3.1,30.21,0.01,-999,-999,-999,-999,-999
24,15,9,2,24.7,64,2.4,30.2,0.01,-999,-999,-999,-999,-999
24,16,9,2,24.0,66,4.9,30.2,0.01,-999,-999,-999,-999,-999
24,17,9,2,22.8,68,2.5,30.21,0.01,-999,-999,-999,-999,-999
24,18,9,2,22.1,69,1.0,30.21,0.01,-999,-999,-999,-999,-999
24,19,9,2,19.8,76,1.5,30.22,0.01,-999,-999,-999,-999,-999
24,20,9,2,19.9,78,3.1,30.22,0.01,-999,-999,-999,-999,-999
24,21,9,2,20.3,78,2.4,30.22,0.01,-999,-999,-999,-999,-999
24,22,9,2,19.5,80,0.0,30.23,0.01,-999,-999,-999,-999,-999
24,23,9,2,18.8,83,0.0,30.24,0.01,-999,-999,-999,-999,-999
28,7,9,2,11.5,87,2.0,30.29,0.0,-999,-999,-999,-999,-999
29,2,9,2,11.7,84,2.1,30.35,0.0,-999,-999,-999,-999,-999
29,3,9,2,11.6,85,1.0,30.33,0.0,-999,-999,-999,-999,-999
29,4,9,2,11.5,86,0.2,30.32,0.0,-999,-999,-999,-999,-999
29,6,9,2,11.6,87,0.0,30.29,0.0,-999,-999,-999,-999,-999
29,11,9,2,20.6,73,0.6,30.26,0.01,-999,-999,-999,-999,-999
29,12,9,2,22.1,72,2.0,30.24,0.01,-999,-999,-999,-999,-999
29,13,9,2,21.6,72,2.5,30.22,0.01,-999,-999,-999,-999,-999
29,14,9,2,23.9,69,1.4,30.2,0.01,-999,-999,-999,-999,-999
29,15,9,2,24.9,65,0.9,30.2,0.01,-999,-999,-999,-999,-999
29,16,9,2,24.0,66,4.6,30.2,0.01,-999,-999,-999,-999,-999
29,17,9,2,22.6,68,3.2,30.21,0.01,-999,-999,-999,-999,-999
29,18,9,2,22.1,69,2.0,30.21,0.01,-999,-999,-999,-999,-999
29,19,9,2,19.8,76,2.6,30.22,0.01,-999,-999,-999,-999,-999
29,20,9,2,19.9,78,3.7,30.22,0.01,-999,-999,-999,-999,-999
29,21,9,2,20.4,79,1.6,30.22,0.01,-999,-999,-999,-999,-999
29,22,9,2,19.4,80,0.0,30.23,0.01,-999,-999,-999,-999,-999
29,23,9,2,18.9,83,0.2,30.24,0.01,-999,-999,-999,-999,-999
31,4,9,2,11.6,86,1.0,30.32,0.0,-999,-999,-999,-999,-999
32,14,9,2,24.2,68,2.5,30.2,0.01,-999,-999,-999,-999,-999
33,2,9,2,11.5,84,1.8,30.34,0.0,-999,-999,-999,-999,-999
34,3,9,2,11.8,85,0.7,30.33,0.0,-999,-999,-999,-999,-999
34,5,9,2,11.6,86,0.0,30.3,0.0,-999,-999,-999,-999,-999
34,6,9,2,11.6,87,1.1,30.29,0.0,-999,-999,-999,-999,-999
34,11,9,2,21.4,73,1.3,30.26,0.01,-999,-999,-999,-999,-999
34,12,9,2,22.0,72,1.6,30.24,0.01,-999,-999,-999,-999,-999
34,13,9,2,21.3,74,2.1,30.22,0.01,-999,-999,-999,-999,-999
34,15,9,2,25.4,63,1.7,30.2,0.01,-999,-999,-999,-999,-999
34,16,9,2,24.0,66,3.4,30.2,0.01,-999,-999,-999,-999,-999
34,17,9,2,22.6,68,3.1,30.2,0.01,-999,-999,-999,-999,-999
34,18,9,2,22.0,70,1.6,30.21,0.01,-999,-999,-999,-999,-999
34,19,9,2,19.8,77,2.1,30.22,0.01,-999,-999,-999,-999,-999
34,20,9,2,19.9,78,4.9,30.23,0.01,-999,-999,-999,-999,-999
34,21,9,2,20.5,79,3.8,30.22,0.01,-999,-999,-999,-999,-999
34,22,9,2,19.2,80,0.0,30.23,0.01,-999,-999,-999,-999,-999
34,23,9,2,19.1,83,0.1,30.24,0.01,-999,-999,-999,-999,-999
39,3,9,2,11.7,85,1.4,30.33,0.0,-999,-999,-999,-999,-999
39,5,9,2,11.6,86,0.4,30.3,0.0,-999,-999,-999,-999,-999
39,6,9,2,11.4,87,1.1,30.28,0.0,-999,-999,-999,-999,-999
39,10,9,2,16.2,80,2.7,30.26,0.0,-999,-999,-999,-999,-999
39,11,9,2,20.7,74,2.2,30.26,0.01,-999,-999,-999,-999,-999
39,12,9,2,21.8,73,1.6,30.23,0.01,-999,-999,-999,-999,-999
39,13,9,2,23.2,70,1.3,30.22,0.01,-999,-999,-999,-999,-999
39,14,9,2,24.8,66,0.6,30.2,0.01,-999,-999,-999,-999,-999
39,15,9,2,25.4,61,1.8,30.2,0.01,-999,-999,-999,-999,-999
39,16,9,2,24.2,65,3.3,30.2,0.01,-999,-999,-999,-999,-999
39,17,9,2,22.5,68,2.1,30.2,0.01,-999,-999,-999,-999,-999
39,18,9,2,21.9,70,2.9,30.21,0.01,-999,-999,-999,-999,-999
39,19,9,2,19.8,77,3.0,30.22,0.01,-999,-999,-999,-999,-999
39,20,9,2,19.9,78,2.8,30.23,0.01,-999,-999,-999,-999,-999
39,21,9,2,20.3,78,5.2,30.22,0.01,-999,-999,-999,-999,-999
39,22,9,2,18.9,80,0.0,30.23,0.01,-999,-999,-999,-999,-999
39,23,9,2,19.2,83,0.4,30.24,0.01,-999,-999,-999,-999,-999
43,6,9,2,11.3,87,1.7,30.28,0.0,-999,-999,-999,-999,-999
44,3,9,2,11.7,85,1.1,30.33,0.0,-999,-999,-999,-999,-999
44,9,9,2,13.1,86,2.0,30.27,0.0,-999,-999,-999,-999,-999
44,10,9,2,17.0,80,2.4,30.26,0.0,-999,-999,-999,-999,-999
44,11,9,2,20.4,74,2.2,30.26,0.01,-999,-999,-999,-999,-999
44,12,9,2,22.6,71,0.2,30.23,0.01,-999,-999,-999,-999,-999
44,13,9,2,22.5,72,0.1,30.22,0.01,-999,-999,-999,-999,-999
44,14,9,2,24.9,64,0.5,30.2,0.01,-999,-999,-999,-999,-999
44,15,9,2,26.0,61,1.3,30.2,0.01,-999,-999,-999,-999,-999
44,16,9,2,24.5,64,3.5,30.2,0.01,-999,-999,-999,-999,-999
44,17,9,2,22.5,68,0.5,30.2,0.01,-999,-999,-999,-999,-999
44,18,9,2,21.9,71,3.8,30.21,0.01,-999,-999,-999,-999,-999
44,19,9,2,19.7,77,2.2,30.22,0.01,-999,-999,-999,-999,-999
44,20,9,2,20.1,78,2.4,30.22,0.01,-999,-999,-999,-999,-999
44,21,9,2,20.0,78,5.0,30.22,0.01,-999,-999,-999,-999,-999
44,22,9,2,18.9,80,0.0,30.23,0.01,-999,-999,-999,-999,-999
44,23,9,2,19.1,83,0.1,30.24,0.01,-999,-999,-999,-999,-999
45,5,9,2,11.6,86,0.0,30.3,0.0,-999,-999,-999,-999,-999
47,16,9,2,24.0,64,3.7,30.2,0.01,-999,-999,-999,-999,-999
49,3,9,2,11.6,85,0.4,30.32,0.0,-999,-999,-999,-999,-999
49,6,9,2,11.3,87,1.0,30.29,0.0,-999,-999,-999,-999,-999
49,9,9,2,13.5,85,3.3,30.28,0.0,-999,-999,-999,-999,-999
49,10,9,2,18.2,78,1.3,30.27,0.0,-999,-999,-999,-999,-999
49,11,9,2,20.7,74,2.4,30.25,0.01,-999,-999,-999,-999,-999
49,12,9,2,22.9,72,0.6,30.23,0.01,-999,-999,-999,-999,-999
49,13,9,2,23.3,70,2.4,30.22,0.01,-999,-999,-999,-999,-999
49,14,9,2,25.2,65,0.9,30.2,0.01,-999,-999,-999,-999,-999
49,15,9,2,25.9,61,0.9,30.2,0.01,-999,-999,-999,-999,-999
49,17,9,2,22.4,68,0.0,30.2,0.01,-999,-999,-999,-999,-999
49,18,9,2,21.8,71,3.5,30.21,0.01,-999,-999,-999,-999,-999
49,19,9,2,19.7,77,2.4,30.22,0.01,-999,-999,-999,-999,-999
49,20,9,2,20.2,78,1.2,30.22,0.01,-999,-999,-999,-999,-999
49,21,9,2,19.9,79,3.8,30.22,0.01,-999,-999,-999,-999,-999
49,22,9,2,18.9,81,0.0,30.23,0.01,-999,-999,-999,-999,-999
49,23,9,2,18.9,83,0.3,30.24,0.01,-999,-999,-999,-999,-999
50,3,9,2,11.7,85,0.7,30.32,0.0,-999,-999,-999,-999,-999
51,16,9,2,23.7,64,3.0,30.2,0.01,-999,-999,-999,-999,-999
54,6,9,2,11.3,87,1.0,30.29,0.0,-999,-999,-999,-999,-999
54,9,9,2,14.2,83,4.0,30.27,0.0,-999,-999,-999,-999,-999
54,10,9,2,18.6,77,1.8,30.27,0.0,-999,-999,-999,-999,-999
54,11,9,2,21.0,74,1.1,30.25,0.01,-999,-999,-999,-999,-999
54,12,9,2,22.6,71,0.7,30.23,0.01,-999,-999,-999,-999,-999
54,13,9,2,22.8,72,2.5,30.22,0.01,-999,-999,-999,-999,-999
54,14,9,2,25.3,65,1.7,30.2,0.01,-999,-999,-999,-999,-999
54,15,9,2,25.5,62,1.4,30.2,0.01,-999,-999,-999,-999,-999
54,17,9,2,22.4,68,0.0,30.2,0.01,-999,-999,-999,-999,-999
54,18,9,2,21.6,72,2.8,30.21,0.01,-999,-999,-999,-999,-999
54,19,9,2,19.7,77,2.7,30.22,0.01,-999,-999,-999,-999,-999
54,20,9,2,20.3,78,3.1,30.22,0.01,-999,-999,-999,-999,-999
54,21,9,2,19.8,79,3.9,30.23,0.01,-999,-999,-999,-999,-999
54,22,9,2,18.8,81,0.0,30.23,0.01,-999,-999,-999,-999,-999
54,23,9,2,19.1,84,2.3,30.24,0.01,-999,-999,-999,-999,-999
56,6,9,2,11.4,87,1.7,30.29,0.0,-999,-999,-999,-999,-999
57,5,9,2,11.6,86,1.5,30.29,0.0,-999,-999,-999,-999,-999
58,2,9,2,11.5,84,0.8,30.33,0.0,-999,-999,-999,-999,-999
59,10,9,2,19.2,76,1.9,30.27,0.0,-999,-999,-999,-999,-999
59,11,9,2,21.2,73,1.7,30.25,0.01,-999,-999,-999,-999,-999
59,12,9,2,23.8,69,1.0,30.23,0.01,-999,-999,-999,-999,-999
59,13,9,2,22.8,72,3.5,30.21,0.01,-999,-999,-999,-999,-999
59,14,9,2,25.3,65,0.9,30.2,0.01,-999,-999,-999,-999,-999
59,15,9,2,25.8,61,2.7,30.2,0.01,-999,-999,-999,-999,-999
59,16,9,2,23.5,66,3.0,30.2,0.01,-999,-999,-999,-999,-999
59,17,9,2,22.6,68,0.0,30.2,0.01,-999,-999,-999,-999,-999
59,18,9,2,21.1,72,3.0,30.21,0.01,-999,-999,-999,-999,-999
59,19,9,2,19.8,77,2.6,30.22,0.01,-999,-999,-999,-999,-999
59,20,9,2,20.3,78,4.2,30.22,0.01,-999,-999,-999,-999,-999
59,21,9,2,19.7,79,3.1,30.23,0.01,-999,-999,-999,-999,-999
59,22,9,2,18.7,81,0.0,30.23,0.01,-999,-999,-999,-999,-999
59,23,9,2,19.2,84,2.0,30.24,0.01,-999,-999,-999,-999,-999
1,9,10,2,11.3,70,11.0,30.34,0.0,-999,-999,-999,-999,-999
3,12,10,2,18.6,51,10.0,30.34,0.0,-999,-999,-999,-999,-999
3,20,10,2,19.4,52,0.0,30.29,0.0,-999,-999,-999,-999,-999
3,21,10,2,18.2,54,3.0,30.29,0.0,-999,-999,-999,-999,-999
4,0,10,2,19.2,84,4.1,30.24,0.0,-999,-999,-999,-999,-999
4,1,10,2,17.8,84,4.8,30.25,0.0,-999,-999,-999,-999,-999
4,2,10,2,17.3,82,2.0,30.27,0.0,-999,-999,-999,-999,-999
4,3,10,2,15.3,73,1.9,30.27,0.0,2,-999,-999,-999,-999,-999
4,4,10,2,15.0,66,3.0,30.27,0.0,2,-999,-999,-999,-999,-999
4,5,10,2,10.9,75,6.1,30.29,0.0,-999,-999,-999,-999,-999
4,6,10,2,10.2,77,3.1,30.3,0.0,-999,-999,-999,-999,-999
4,8,10,2,10.4,73,6.3,30.34,0.0,2,-999,-999,-999,-999,-999
4,10,10,2,13.4,60,8.0,30.35,0.0,-999,-999,-999,-999,-999
4,11,10,2,14.8,56,7.0,30.35,0.0,2,-999,-999,-999,-999,-999
4,14,10,2,22.6,39,6.1,30.3,0.0,-999,-999,-999,-999,-999
4,18,10,2,20.3,46,2.9,30.3,0.0,2,-999,-999,-999,-999,-999
4,19,10,2,20.1,48,1.0,30.3,0.0,2,-999,-999,-999,-999,-999
6,10,10,2,13.4,60,14.0,30.35,0.0,-999,-999,-999,-999,-999
7,20,10,2,19.4,52,2.5,30.29,0.0,-999,-999,-999,-999,-999
8,9,10,2,11.2,70,6.0,30.35,0.0,-999,-999,-999,-999,-999
8,15,10,2,23.5,40,3.7,30.3,0.0,-999,-999,-999,-999,-999
9,0,10,2,19.0,84,0.7,30.24,0.0,-999,-999,-999,-999,-999
9,1,10,2,17.8,84,5.4,30.25,0.0,2,-999,-999,-999,-999,-999
9,2,10,2,17.1,82,3.4,30.27,0.0,-999,-999,-999,-999,-999
9,3,10,2,15.3,72,2.0,30.27,0.0,-999,-999,-999,-999,-999
9,4,10,2,14.3,70,4.0,30.27,0.0,2,-999,-999,-999,-999,-999
9,5,10,2,10.5,76,5.3,30.29,0.0,2,-999,-999,-999,-999,-999
9,6,10,2,10.2,77,2.9,30.3,0.0,-999,-999,-999,-999,-999
9,12,10,2,18.4,45,5.5,30.33,0.0,-999,-999,-999,-999,-999
9,14,10,2,22.8,40,6.2,30.3,0.0,-999,-999,-999,-999,-999
9,18,10,2,20.3,47,2.4,30.3,0.0,2,-999,-999,-999,-999,-999
9,19,10,2,20.1,49,0.6,30.3,0.0,-999,-999,-999,-999,-999
11,14,10,2,22.2,39,10.0,30.3,0.0,-999,-999,-999,-999,-999
13,6,10,2,10.2,77,4.2,30.3,0.0,-999,-999,-999,-999,-999
13,9,10,2,11.2,70,4.0,30.34,0.0,-999,-999,-999,-999,-999
13,12,10,2,18.8,46,7.7,30.33,0.0,-999,-999,-999,-999,-999
13,20,10,2,19.4,52,2.0,30.29,0.0,-999,-999,-999,-999,-999
14,0,10,2,18.8,84,3.4,30.24,0.0,-999,-999,-999,-999,-999
14,1,10,2,17.7,84,5.8,30.25,0.0,-999,-999,-999,-999,-999
14,2,10,2,16.8,81,3.5,30.27,0.0,-999,-999,-999,-999,-999
14,3,10,2,15.2,71,1.7,30.27,0.0,2,-999,-999,-999,-999,-999
14,4,10,2,13.8,71,3.0,30.27,0.0,2,-999,-999,-999,-999,-999
14,5,10,2,10.2,76,5.9,30.29,0.0,-999,-999,-999,-999,-999
14,10,10,2,13.4,60,7.0,30.35,0.0,-999,-999,-999,-999,-999
14,11,10,2,17.6,53,4.5,30.35,0.0,2,-999,-999,-999,-999,-999
14,15,10,2,23.7,39,2.3,30.3,0.0,-999,-999,-999,-999,-999
14,17,10,2,21.2,44,2.0,30.3,0.0,2,-999,-999,-999,-999,-999
14,18,10,2,20.3,46,1.1,30.3,0.0,-999,-999,-999,-999,-999
14,19,10,2,20.0,49,1.2,30.3,0.0,2,-999,-999,-999,-999,-999
18,10,10,2,13.6,60,7.3,30.35,0.0,-999,-999,-999,-999,-999
18,18,10,2,20.3,47,2.1,30.29,0.0,2,-999,-999,-999,-999,-999
19,0,10,2,18.7,84,3.1,30.24,0.0,-999,-999,-999,-999,-999
19,1,10,2,17.7,85,4.4,30.25,0.0,-999,-999,-999,-999,-999
19,2,10,2,16.4,80,2.9,30.27,0.0,-999,-999,-999,-999,-999
19,3,10,2,15.3,71,2.6,30.26,0.0,-999,-999,-999,-999,-999
19,4,10,2,13.4,72,3.3,30.27,0.0,-999,-999,-999,-999,-999
19,5,10,2,10.1,76,5.8,30.29,0.0,-999,-999,-999,-999,-999
19,6,10,2,10.3,77,4.4,30.3,0.0,-999,-999,-999,-999,-999
19,11,10,2,18.2,52,4.5,30.35,0.0,-999,-999,-999,-999,-999
19,12,10,2,19.3,47,8.4,30.33,0.0,-999,-999,-999,-999,-999
19,14,10,2,23.4,40,4.6,30.3,0.0,-999,-999,-999,-999,-999
19,15,10,2,23.4,40,4.3,30.3,0.0,-999,-999,-999,-999,-999
19,17,10,2,21.1,43,3.3,30.3,0.0,2,-999,-999,-999,-999,-999
19,19,10,2,19.8,49,1.6,30.3,0.0,-999,-999,-999,-999,-999
19,20,10,2,18.9,52,2.7,30.29,0.0,-999,-999,-999,-999,-999
21,20,10,2,18.9,53,2.0,30.29,0.0,-999,-999,-999,-999,-999
23,15,10,2,23.0,39,6.0,30.29,0.0,-999,-999,-999,-999,-999
23,18,10,2,20.3,47,2.6,30.3,0.0,2,-999,-999,-999,-999,-999
24,0,10,2,18.7,84,3.7,30.24,0.0,-999,-999,-999,-999,-999
24,1,10,2,17.9,85,2.9,30.25,0.0,-999,-999,-999,-999,-999
24,2,10,2,16.0,79,2.5,30.28,0.0,-999,-999,-999,-999,-999
24,3,10,2,15.3,69,2.8,30.26,0.0,-999,-999,-999,-999,-999
24,4,10,2,12.8,72,5.0,30.27,0.0,-999,-999,-999,-999,-999
24,5,10,2,10.2,76,5.0,30.29,0.0,-999,-999,-999,-999,-999
24,6,10,2,10.1,77,4.3,30.3,0.0,-999,-999,-999,-999,-999
24,11,10,2,18.4,51,4.9,30.35,0.0,-999,-999,-999,-999,-999
24,12,10,2,19.1,45,7.6,30.33,0.0,-999,-999,-999,-999,-999
24,14,10,2,22.3,39,8.7,30.3,0.0,-999,-999,-999,-999,-999
24,17,10,2,21.0,43,2.0,30.29,0.0,-999,-999,-999,-999,-999
24,19,10,2,19.8,50,0.4,30.3,0.0,-999,-999,-999,-999,-999
29,0,10,2,18.6,84,4.1,30.24,0.0,-999,-999,-999,-999,-999
29,1,10,2,18.2,85,2.0,30.26,0.0,-999,-999,-999,-999,-999
29,2,10,2,15.7,77,3.3,30.28,0.0,-999,-999,-999,-999,-999
29,3,10,2,15.3,66,2.2,30.26,0.0,-999,-999,-999,-999,-999
29,4,10,2,12.4,73,3.8,30.27,0.0,-999,-999,-999,-999,-999
29,5,10,2,10.2,77,5.6,30.29,0.0,-999,-999,-999,-999,-999
29,6,10,2,9.9,78,4.7,30.3,0.0,-999,-999,-999,-999,-999
29,11,10,2,17.8,51,7.1,30.35,0.0,-999,-999,-999,-999,-999
29,12,10,2,19.4,45,7.7,30.33,0.0,-999,-999,-999,-999,-999
29,14,10,2,23.1,41,3.1,30.3,0.0,-999,-999,-999,-999,-999
29,17,10,2,20.8,44,1.9,30.29,0.0,-999,-999,-999,-999,-999
29,18,10,2,20.0,46,3.1,30.3,0.0,-999,-999,-999,-999,-999
29,19,10,2,19.8,53,0.2,30.3,0.0,-999,-999,-999,-999,-999
30,15,10,2,23.0,39,6.0,30.3,0.0,-999,-999,-999,-999,-999
31,9,10,2,11.2,70,7.0,30.35,0.0,-999,-999,-999,-999,-999
33,6,10,2,9.9,78,4.1,30.3,0.0,-999,-999,-999,-999,-999
34,0,10,2,18.6,84,3.2,30.24,0.0,-999,-999,-999,-999,-999
34,1,10,2,18.4,85,2.8,30.26,0.0,-999,-999,-999,-999,-999
34,2,10,2,15.5,76,2.4,30.27,0.0,-999,-999,-999,-999,-999
34,3,10,2,15.3,65,2.3,30.26,0.0,-999,-999,-999,-999,-999
34,4,10,2,12.4,73,3.4,30.28,0.0,-999,-999,-999,-999,-999
34,5,10,2,10.1,77,5.4,30.29,0.0,-999,-999,-999,-999,-999
34,10,10,2,13.7,61,8.3,30.35,0.0,-999,-999,-999,-999,-999
34,11,10,2,18.5,51,6.3,30.34,0.0,-999,-999,-999,-999,-999
34,12,10,2,20.4,45,6.4,30.33,0.0,-999,-999,-999,-999,-999
34,14,10,2,23.9,41,3.3,30.3,0.0,-999,-999,-999,-999,-999
34,17,10,2,20.7,45,2.8,30.29,0.0,-999,-999,-999,-999,-999
34,18,10,2,20.0,46,2.8,30.3,0.0,-999,-999,-999,-999,-999
34,19,10,2,19.9,53,0.0,30.3,0.0,-999,-999,-999,-999,-999
34,20,10,2,18.7,52,3.0,30.3,0.0,-999,-999,-999,-999,-999
35,10,10,2,13.0,58,9.5,30.35,0.0,-999,-999,-999,-999,-999
37,16,10,2,23.0,39,2.7,30.3,0.0,-999,-999,-999,-999,-999
39,0,10,2,18.7,85,4.0,30.24,0.0,-999,-999,-999,-999,-999
39,1,10,2,18.5,85,2.6,30.26,0.0,-999,-999,-999,-999,-999
39,2,10,2,15.3,75,3.8,30.27,0.0,-999,-999,-999,-999,-999
39,3,10,2,15.4,65,2.5,30.26,0.0,-999,-999,-999,-999,-999
39,4,10,2,12.1,73,5.8,30.28,0.0,-999,-999,-999,-999,-999
39,5,10,2,9.9,77,6.3,30.29,0.0,-999,-999,-999,-999,-999
39,6,10,2,9.9,78,5.0,30.31,0.0,-999,-999,-999,-999,-999
39,11,10,2,18.7,50,6.4,30.34,0.0,-999,-999,-999,-999,-999
39,12,10,2,20.0,44,6.7,30.32,0.0,-999,-999,-999,-999,-999
39,13,10,2,21.0,46,6.8,30.31,0.0,-999,-999,-999,-999,-999
39,14,10,2,23.5,40,5.8,30.3,0.0,-999,-999,-999,-999,-999
39,17,10,2,20.3,46,3.5,30.29,0.0,-999,-999,-999,-999,-999
39,18,10,2,19.9,46,3.0,30.29,0.0,-999,-999,-999,-999,-999
39,19,10,2,19.8,54,0.0,30.3,0.0,-999,-999,-999,-999,-999
39,20,10,2,18.5,53,2.9,30.29,0.0,-999,-999,-999,-999,-999
40,11,10,2,19.0,49,8.3,30.34,0.0,-999,-999,-999,-999,-999
40,13,10,2,21.0,46,4.0,30.31,0.0,-999,-999,-999,-999,-999
44,0,10,2,18.7,84,3.5,30.24,0.0,-999,-999,-999,-999,-999
44,1,10,2,18.3,84,3.1,30.27,0.0,-999,-999,-999,-999,-999
44,2,10,2,15.2,75,4.1,30.27,0.0,-999,-999,-999,-999,-999
44,3,10,2,15.2,65,2.1,30.27,0.0,-999,-999,-999,-999,-999
44,4,10,2,11.7,74,5.4,30.28,0.0,-999,-999,-999,-999,-999
44,5,10,2,10.0,77,4.9,30.29,0.0,-999,-999,-999,-999,-999
44,6,10,2,9.7,78,4.4,30.31,0.0,-999,-999,-999,-999,-999
44,7,10,2,10.1,75,4.4,30.33,0.0,-999,-999,-999,-999,-999
44,9,10,2,11.2,70,6.0,30.35,0.0,-999,-999,-999,-999,-999
44,12,10,2,19.9,43,8.2,30.32,0.0,-999,-999,-999,-999,-999
44,14,10,2,22.8,40,5.7,30.3,0.0,-999,-999,-999,-999,-999
44,16,10,2,22.9,42,3.3,30.3,0.0,-999,-999,-999,-999,-999
44,17,10,2,20.1,47,3.8,30.29,0.0,-999,-999,-999,-999,-999
44,18,10,2,20.0,46,3.0,30.3,0.0,-999,-999,-999,-999,-999
44,19,10,2,19.8,54,0.0,30.3,0.0,-999,-999,-999,-999,-999
44,20,10,2,18.3,58,2.9,30.29,0.0,-999,-999,-999,-999,-999
45,16,10,2,22.8,41,2.0,30.3,0.0,-999,-999,-999,-999,-999
47,6,10,2,9.5,78,4.3,30.31,0.0,-999,-999,-999,-999,-999
47,11,10,2,18.3,49,7.8,30.34,0.0,-999,-999,-999,-999,-999
48,21,10,2,18.2,54,1.0,30.29,0.0,-999,-999,-999,-999,-999
49,0,10,2,18.7,84,3.0,30.24,0.0,-999,-999,-999,-999,-999
49,1,10,2,18.1,83,2.1,30.27,0.0,-999,-999,-999,-999,-999
49,2,10,2,15.3,75,4.2,30.27,0.0,-999,-999,-999,-999,-999
49,3,10,2,15.0,65,2.1,30.27,0.0,-999,-999,-999,-999,-999
49,4,10,2,11.5,74,6.3,30.28,0.0,-999,-999,-999,-999,-999
49,5,10,2,10.0,77,5.1,30.29,0.0,-999,-999,-999,-999,-999
49,7,10,2,10.3,74,5.4,30.33,0.0,-999,-999,-999,-999,-999
49,12,10,2,20.6,42,6.0,30.32,0.0,-999,-999,-999,-999,-999
49,13,10,2,22.1,40,9.1,30.31,0.0,-999,-999,-999,-999,-999
49,14,10,2,23.6,40,2.8,30.31,0.0,-999,-999,-999,-999,-999
49,17,10,2,20.1,47,3.8,30.3,0.0,-999,-999,-999,-999,-999
49,18,10,2,20.0,46,2.6,30.3,0.0,-999,-999,-999,-999,-999
49,19,10,2,19.7,53,0.0,30.3,0.0,-999,-999,-999,-999,-999
49,20,10,2,18.0,57,3.7,30.3,0.0,-999,-999,-999,-999,-999
49,22,10,2,18.2,54,0.0,30.28,0.0,-999,-999,-999,-999,-999
51,11,10,2,18.6,51,8.0,30.34,0.0,-999,-999,-999,-999,-999
51,19,10,2,19.5,52,2.3,30.3,0.0,-999,-999,-999,-999,-999
52,16,10,2,22.7,42,1.8,30.29,0.0,-999,-999,-999,-999,-999
